City,Year,Month,YYYY-MM,Avg_PM2.5_ugm3,Avg_NO2_ppb,Avg_AQI,Avg_Temp_C,Rainfall_mm,WindSpeed_ms,PBL_Height_m,Geography_Tag,Population_million,Green_Cover_pct,Waste_Generation_Mt,Major_Policy_Event,Policy_Event_Flag,Source_Link,Notes,source_tag,quality_flag,PM2.5_rolling_avg,NO2_rolling_avg,PM2.5_anomaly,NO2_anomaly,Composite_Score,Grade
Beijing,2024,12,2024-12-01,71.0,22.7,161,-1.2,3.1,2.0,350,Landlocked,21.9,44.9,0.423,Winter Action Plan Active,1,https://power.larc.nasa.gov/ | https://english.beijing.gov.cn/,Winter season; 2.1x annual avg; Estimated from trend,NASA POWER,0,56.66666666666666,18.133333333333336,0.9719620112920214,0.9697148400127812,0.647198557508429,S
Beijing,2025,1,2025-01-01,73.0,23.4,162,-1.8,3.0,2.0,350,Landlocked,21.9,45.0,0.425,Winter Action Plan Active,1,https://power.larc.nasa.gov/,Projected 33 µg/m³ annual avg; 2.2x winter multiplier,NASA POWER,0,67.33333333333333,21.566666666666663,1.06666339112456,1.0733740125658715,0.6464485757990872,S
Beijing,2025,2,2025-02-01,66.0,21.1,158,2.2,3.5,2.3,400,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Winter heating; 2.0x multiplier; Projected,NASA POWER,0,70.0,22.4,0.7352085617106752,0.7327795884628605,0.7090190605885229,SS
Beijing,2025,3,2025-03-01,43.0,13.8,120,9.0,17.0,2.7,700,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg; Projected,NASA POWER,0,60.66666666666666,19.433333333333334,-0.3538573063635177,-0.348237496733654,0.7572464074537066,SS
Beijing,2025,4,2025-04-01,40.0,12.8,112,17.0,27.0,3.0,900,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Mid-spring; Projected,NASA POWER,0,49.66666666666666,15.9,-0.4959093761123255,-0.4963220289523546,0.7719589643846029,SS
Beijing,2025,5,2025-05-01,43.0,13.8,120,23.2,43.0,2.8,1100,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Late spring; Projected,NASA POWER,0,42.0,13.466666666666669,-0.3538573063635177,-0.348237496733654,0.7716523883980638,SS
Beijing,2025,6,2025-06-01,26.0,8.3,81,27.5,90.0,2.3,1350,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Summer onset; Projected,NASA POWER,0,36.333333333333336,11.633333333333336,-1.158819034940095,-1.1627024239365074,0.8022072984951825,SSS
Beijing,2025,7,2025-07-01,23.0,7.4,74,29.0,195.0,2.1,1500,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Summer minimum; Projected,NASA POWER,0,30.666666666666668,9.833333333333336,-1.3008711046889028,-1.295978502933338,0.826517231734152,SSS
Beijing,2025,8,2025-08-01,25.0,8.0,78,28.2,190.0,2.1,1450,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Monsoon peak; Projected,NASA POWER,0,24.666666666666668,7.900000000000003,-1.2061697248563643,-1.2071277836021177,0.824463462612515,SSS
Beijing,2025,9,2025-09-01,33.0,10.6,94,22.8,62.0,2.3,1000,Landlocked,21.9,45.0,0.425,No Event,0,https://power.larc.nasa.gov/,Autumn; Projected based on historical patterns,NASA POWER,0,27.0,8.66666666666667,-0.8273642055262103,-0.8221079998334961,0.7809438366005794,SS
Delhi,2018,1,2018-01-01,248.0,79.4,300,14.2,18.0,1.8,300,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/ | https://aaqr.org/articles/aaqr-22-04-ssea-0191,Estimated ~113 µg/m³ annual avg; winter peak 2.2x multiplier,OpenAQ + Satellite,0,248.0,79.4,2.120332424630235,2.122806746543435,0.3144261271290603,C
Delhi,2018,2,2018-02-01,226.0,72.3,300,17.5,21.0,2.0,350,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Winter heating continues; 2.0x multiplier,OpenAQ + Satellite,0,237.0,75.85,1.7522828665753047,1.7515868268573649,0.5624209177131778,A
Delhi,2018,3,2018-03-01,147.0,47.0,203,23.8,15.0,2.2,750,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Spring transition; 1.3x annual avg,OpenAQ + Satellite,0,207.0,66.23333333333333,0.4306503626507831,0.4287890848774273,0.6259529819514515,S
Delhi,2018,4,2018-04-01,136.0,43.5,190,29.5,10.0,2.8,900,Landlocked,29.0,20.2,0.875,Dust storms common,0,https://power.larc.nasa.gov/,Pre-monsoon heat; 1.2x multiplier,OpenAQ + Satellite,0,169.66666666666666,54.26666666666667,0.2466255836233181,0.2457933498209142,0.6386692996931451,S
Delhi,2018,5,2018-05-01,147.0,47.0,203,33.2,18.0,3.0,1000,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Hot season; dust contribution,OpenAQ + Satellite,0,143.33333333333334,45.833333333333336,0.4306503626507831,0.4287890848774273,0.6326627288396336,S
Delhi,2018,6,2018-06-01,79.0,25.3,165,33.8,65.0,3.2,1300,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; 0.7x annual avg,OpenAQ + Satellite,0,120.66666666666669,38.6,-0.7069573622462734,-0.705784472472954,0.6949311441171399,S
Delhi,2018,7,2018-07-01,68.0,21.8,159,31.2,210.0,2.8,1400,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; 0.6x multiplier,OpenAQ + Satellite,0,98.0,31.366666666666664,-0.8909821412737384,-0.8887802075294671,0.7209853709749529,SS
Delhi,2018,8,2018-08-01,62.0,19.8,155,30.5,245.0,2.7,1400,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Monsoon continues; best air quality,OpenAQ + Satellite,0,69.66666666666667,22.3,-0.9913592934705376,-0.9933491989903316,0.7279458369255516,SS
Delhi,2018,9,2018-09-01,79.0,25.3,165,29.8,125.0,2.5,1100,Landlocked,29.0,20.2,0.875,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,69.66666666666667,22.3,-0.7069573622462734,-0.705784472472954,0.6836571277379526,S
Delhi,2018,10,2018-10-01,181.0,57.9,239,27.2,12.0,2.0,650,Landlocked,29.0,20.2,0.875,Diwali pollution spike,1,https://power.larc.nasa.gov/ | https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Pre-winter deterioration; 1.6x multiplier,OpenAQ + Satellite,0,107.33333333333331,34.333333333333336,0.9994542250993116,0.9986900883391396,0.5049708600588898,A
Delhi,2018,11,2018-11-01,226.0,72.3,300,21.5,8.0,1.7,450,Landlocked,29.0,20.2,0.875,Stubble burning peak,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Crop residue burning; 2.0x multiplier,OpenAQ + Satellite,0,162.0,51.833333333333336,1.7522828665753047,1.7515868268573649,0.4601866838703689,B
Delhi,2018,12,2018-12-01,248.0,79.4,300,15.8,12.0,1.6,300,Landlocked,29.0,20.2,0.875,Winter pollution emergency,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Winter peak; 2.2x annual avg,OpenAQ + Satellite,0,218.3333333333333,69.86666666666666,2.120332424630235,2.122806746543435,0.4454381554891675,B
Delhi,2019,1,2019-01-01,230.0,73.6,300,13.8,16.0,1.8,300,Landlocked,29.2,20.5,0.885,Odd-Even scheme trial,1,https://aaqr.org/articles/aaqr-22-04-ssea-0191,Estimated ~105 µg/m³ annual; slight improvement,OpenAQ + Satellite,0,234.66666666666663,75.1,1.8192009680398376,1.8195566713069269,0.4910965217101851,B
Delhi,2019,2,2019-02-01,210.0,67.2,300,17.0,19.0,2.0,350,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Winter conditions; 2.0x multiplier,OpenAQ + Satellite,0,229.3333333333333,73.39999999999999,1.4846104607171735,1.4849358986321604,0.5583114249675695,A
Delhi,2019,3,2019-03-01,137.0,43.8,192,23.5,14.0,2.2,750,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,192.3333333333333,61.53333333333333,0.2633551089894513,0.2614786985400437,0.6345816303199312,S
Delhi,2019,4,2019-04-01,126.0,40.3,185,29.2,9.0,2.8,900,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,157.66666666666666,50.43333333333334,0.0793303299619862,0.0784829634835306,0.6447107011991722,S
Delhi,2019,5,2019-05-01,137.0,43.8,192,32.8,16.0,3.0,1000,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Hot dry season,OpenAQ + Satellite,0,133.33333333333334,42.63333333333333,0.2633551089894513,0.2614786985400437,0.6380554500546027,S
Delhi,2019,6,2019-06-01,74.0,23.7,162,33.5,68.0,3.2,1300,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Monsoon begins; 0.7x annual avg,OpenAQ + Satellite,0,112.33333333333331,35.93333333333333,-0.7906049890769393,-0.7894396656416458,0.6990717444319215,S
Delhi,2019,7,2019-07-01,63.0,20.2,155,31.0,218.0,2.8,1400,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Monsoon peak; 0.6x multiplier,OpenAQ + Satellite,0,91.33333333333331,29.23333333333333,-0.9746297681044044,-0.9724354006981588,0.7262872959939617,SS
Delhi,2019,8,2019-08-01,58.0,18.6,151,30.2,252.0,2.7,1400,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Best air quality period,OpenAQ + Satellite,0,65.0,20.83333333333333,-1.0582773949350703,-1.0560905938668506,0.732514066832974,SS
Delhi,2019,9,2019-09-01,74.0,23.7,162,29.5,130.0,2.5,1100,Landlocked,29.2,20.5,0.885,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,65.0,20.83333333333333,-0.7906049890769393,-0.7894396656416458,0.6883924819906007,S
Delhi,2019,10,2019-10-01,168.0,53.8,226,26.8,10.0,2.0,650,Landlocked,29.2,20.5,0.885,Diwali Oct 27,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Festive pollution; 1.6x multiplier,OpenAQ + Satellite,0,100.0,32.03333333333333,0.78197039533958,0.7843236558443669,0.517509050870329,A
Delhi,2019,11,2019-11-01,210.0,67.2,300,21.0,7.0,1.7,450,Landlocked,29.2,20.5,0.885,Stubble burning crisis,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Severe crop burning; 2.0x multiplier,OpenAQ + Satellite,0,150.66666666666666,48.23333333333334,1.4846104607171735,1.4849358986321604,0.473654358528604,B
Delhi,2019,12,2019-12-01,230.0,73.6,300,15.5,11.0,1.6,300,Landlocked,29.2,20.5,0.885,Public health emergency,1,https://www.statista.com/statistics/1284233/,Winter emergency; 2.2x annual avg,OpenAQ + Satellite,0,202.66666666666663,64.86666666666667,1.8192009680398376,1.8195566713069269,0.4599531644960822,B
Delhi,2020,1,2020-01-01,186.0,59.5,246,13.5,15.0,1.8,300,Landlocked,29.4,20.8,0.78,No Event,0,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,COVID impact begins; ~85 µg/m³ annual est,OpenAQ + Satellite,0,208.66666666666663,66.76666666666667,1.083101851929977,1.0823452815078314,0.576591969965054,A
Delhi,2020,2,2020-02-01,170.0,54.4,230,16.8,18.0,2.0,350,Landlocked,29.4,20.8,0.78,No Event,0,https://power.larc.nasa.gov/,Pre-lockdown; 2.0x multiplier,OpenAQ + Satellite,0,195.3333333333333,62.5,0.8154294460718464,0.8156943532826264,0.5962012998691326,A
Delhi,2020,3,2020-03-01,111.0,35.5,180,23.2,13.0,2.2,750,Landlocked,29.4,20.8,0.78,COVID Lockdown Mar 24,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Major pollution drop due to lockdown,OpenAQ + Satellite,0,155.66666666666666,49.8,-0.1716125505300115,-0.1724826160225443,0.6073226910444912,S
Delhi,2020,4,2020-04-01,68.0,21.8,159,28.8,8.0,2.8,900,Landlocked,29.4,20.8,0.78,Full Lockdown,1,https://power.larc.nasa.gov/,Drastic reduction; lockdown effect,OpenAQ + Satellite,0,116.33333333333331,37.23333333333334,-0.8909821412737384,-0.8887802075294671,0.6364137074516609,S
Delhi,2020,5,2020-05-01,85.0,27.2,169,32.5,15.0,3.0,1000,Landlocked,29.4,20.8,0.78,Lockdown extended,1,https://power.larc.nasa.gov/,Partial recovery,OpenAQ + Satellite,0,88.0,28.16666666666667,-0.6065802100494743,-0.6064439305851327,0.6247599378781766,S
Delhi,2020,6,2020-06-01,60.0,19.2,153,33.2,70.0,3.2,1300,Landlocked,29.4,20.8,0.78,Unlock 1.0,1,https://power.larc.nasa.gov/,Monsoon + reduced activity,OpenAQ + Satellite,0,71.0,22.73333333333333,-1.024818344202804,-1.0247198964285913,0.6646430030860323,S
Delhi,2020,7,2020-07-01,51.0,16.3,142,30.8,225.0,2.8,1400,Landlocked,29.4,20.8,0.78,No Event,0,https://power.larc.nasa.gov/,Lowest pollution on record,OpenAQ + Satellite,0,65.33333333333333,20.90000000000001,-1.1753840724980027,-1.1763449340468448,0.7415780389858817,SS
Delhi,2020,8,2020-08-01,47.0,15.0,137,30.0,260.0,2.7,1400,Landlocked,29.4,20.8,0.78,No Event,0,https://power.larc.nasa.gov/,Continued low levels,OpenAQ + Satellite,0,52.66666666666666,16.83333333333334,-1.2423021739625353,-1.2443147784964068,0.7519868553270666,SS
Delhi,2020,9,2020-09-01,60.0,19.2,153,29.2,135.0,2.5,1100,Landlocked,29.4,20.8,0.78,Unlock phases,0,https://power.larc.nasa.gov/,Gradual activity increase,OpenAQ + Satellite,0,52.66666666666666,16.83333333333334,-1.024818344202804,-1.0247198964285913,0.7103226270999259,SS
Delhi,2020,10,2020-10-01,136.0,43.5,190,26.5,9.0,2.0,650,Landlocked,29.4,20.8,0.78,Diwali Nov 14,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Return of pollution; festive season,OpenAQ + Satellite,0,81.0,25.90000000000001,0.2466255836233181,0.2457933498209142,0.5547859640117556,A
Delhi,2020,11,2020-11-01,170.0,54.4,230,20.8,6.0,1.7,450,Landlocked,29.4,20.8,0.78,Stubble burning,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Back to severe levels,OpenAQ + Satellite,0,122.0,39.03333333333334,0.8154294460718464,0.8156943532826264,0.5238634366983727,A
Delhi,2020,12,2020-12-01,186.0,59.5,246,15.2,10.0,1.6,300,Landlocked,29.4,20.8,0.78,No Event,0,https://power.larc.nasa.gov/,Winter deterioration,OpenAQ + Satellite,0,164.0,52.46666666666667,1.083101851929977,1.0823452815078314,0.5545293854174054,A
Delhi,2021,1,2021-01-01,192.0,61.4,252,13.2,14.0,1.8,300,Landlocked,29.6,21.0,0.82,No Event,0,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,~88 µg/m³ annual est; slight worsening,OpenAQ + Satellite,0,182.66666666666663,58.43333333333334,1.1834790041267764,1.1816858233956526,0.5663719281353989,A
Delhi,2021,2,2021-02-01,176.0,56.3,234,16.5,17.0,2.0,350,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Winter season; 2.0x multiplier,OpenAQ + Satellite,0,184.66666666666663,59.06666666666666,0.9158065982686456,0.9150348951704476,0.5886994242330087,A
Delhi,2021,3,2021-03-01,114.0,36.5,182,23.0,12.0,2.2,750,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Spring transition; 1.3x annual avg,OpenAQ + Satellite,0,160.66666666666666,51.4,-0.1214239744316119,-0.120198120292112,0.6522054414617627,S
Delhi,2021,4,2021-04-01,106.0,33.9,177,28.5,7.0,2.8,900,Landlocked,29.6,21.0,0.82,COVID second wave,1,https://power.larc.nasa.gov/,Partial lockdowns; 1.2x multiplier,OpenAQ + Satellite,0,132.0,42.23333333333334,-0.2552601773606774,-0.2561378091912361,0.6177670161711303,S
Delhi,2021,5,2021-05-01,114.0,36.5,182,32.2,14.0,3.0,1000,Landlocked,29.6,21.0,0.82,Health crisis,1,https://power.larc.nasa.gov/,COVID peak period,OpenAQ + Satellite,0,111.33333333333331,35.63333333333333,-0.1214239744316119,-0.120198120292112,0.6139175218844015,S
Delhi,2021,6,2021-06-01,62.0,19.8,155,33.0,72.0,3.2,1300,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Monsoon relief; 0.7x annual avg,OpenAQ + Satellite,0,94.0,30.06666666666668,-0.9913592934705376,-0.9933491989903316,0.7132860945032575,SS
Delhi,2021,7,2021-07-01,53.0,17.0,145,30.5,228.0,2.8,1400,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Good monsoon; 0.6x multiplier,OpenAQ + Satellite,0,76.33333333333333,24.433333333333337,-1.1419250217657362,-1.1397457870355423,0.7411064907210074,SS
Delhi,2021,8,2021-08-01,48.0,15.4,138,29.8,265.0,2.7,1400,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Cleaner period,OpenAQ + Satellite,0,54.333333333333336,17.400000000000006,-1.2255726485964022,-1.223400980204234,0.748566882698741,SS
Delhi,2021,9,2021-09-01,62.0,19.8,155,29.0,138.0,2.5,1100,Landlocked,29.6,21.0,0.82,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,54.333333333333336,17.400000000000006,-0.9913592934705376,-0.9933491989903316,0.7038636444017067,SS
Delhi,2021,10,2021-10-01,141.0,45.1,195,26.2,8.0,2.0,650,Landlocked,29.6,21.0,0.82,Diwali Nov 4,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Festival pollution spike,OpenAQ + Satellite,0,83.66666666666667,26.76666666666667,0.330273210453984,0.3294485429896059,0.548265641436668,A
Delhi,2021,11,2021-11-01,176.0,56.3,234,20.5,5.0,1.7,450,Landlocked,29.6,21.0,0.82,Stubble burning,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Severe pollution episode,OpenAQ + Satellite,0,126.33333333333331,40.400000000000006,0.9158065982686456,0.9150348951704476,0.5163631148599162,A
Delhi,2021,12,2021-12-01,192.0,61.4,252,15.0,9.0,1.6,300,Landlocked,29.6,21.0,0.82,Winter emergency,1,https://power.larc.nasa.gov/,Cold weather inversion,OpenAQ + Satellite,0,169.66666666666666,54.26666666666667,1.1834790041267764,1.1816858233956526,0.5021417315074707,A
Delhi,2022,1,2022-01-01,189.0,60.5,248,12.8,13.0,1.8,300,Landlocked,29.8,21.2,0.845,No Event,0,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1888090,~86 µg/m³ annual; CAQM active,OpenAQ + Satellite,0,185.66666666666663,59.400000000000006,1.1332904280283769,1.1346297772382636,0.5683771802903077,A
Delhi,2022,2,2022-02-01,172.0,55.0,232,16.2,16.0,2.0,350,Landlocked,29.8,21.2,0.845,CAQM measures,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1888090,Commission interventions,OpenAQ + Satellite,0,184.3333333333333,58.96666666666667,0.8488884968041128,0.8470650507208859,0.5457205331556194,A
Delhi,2022,3,2022-03-01,112.0,35.8,181,22.8,11.0,2.2,750,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Spring season; 1.3x annual avg,OpenAQ + Satellite,0,157.66666666666666,50.43333333333334,-0.1548830251638783,-0.1567972673034148,0.6520062417131127,S
Delhi,2022,4,2022-04-01,103.0,33.0,175,28.2,6.0,2.8,900,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,129.0,41.26666666666667,-0.3054487534590769,-0.3031938553486251,0.6628543767385675,S
Delhi,2022,5,2022-05-01,112.0,35.8,181,31.8,13.0,3.0,1000,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Hot season,OpenAQ + Satellite,0,109.0,34.86666666666667,-0.1548830251638783,-0.1567972673034148,0.6586053112401452,S
Delhi,2022,6,2022-06-01,60.0,19.2,153,32.8,74.0,3.2,1300,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; 0.7x annual avg,OpenAQ + Satellite,0,91.66666666666669,29.33333333333334,-1.024818344202804,-1.0247198964285913,0.7141154086842405,SS
Delhi,2022,7,2022-07-01,52.0,16.6,143,30.2,232.0,2.8,1400,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; 0.6x multiplier,OpenAQ + Satellite,0,74.66666666666667,23.86666666666667,-1.1586545471318694,-1.160659585327715,0.7419437790896563,SS
Delhi,2022,8,2022-08-01,47.0,15.0,137,29.5,268.0,2.7,1400,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Good air quality,OpenAQ + Satellite,0,53.0,16.933333333333337,-1.2423021739625353,-1.2443147784964068,0.7490785253301967,SS
Delhi,2022,9,2022-09-01,60.0,19.2,153,28.8,140.0,2.5,1100,Landlocked,29.8,21.2,0.845,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,53.0,16.933333333333337,-1.024818344202804,-1.0247198964285913,0.7048894912090578,SS
Delhi,2022,10,2022-10-01,138.0,44.2,193,25.8,7.0,2.0,650,Landlocked,29.8,21.2,0.845,Diwali Oct 24,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Festive pollution,OpenAQ + Satellite,0,81.66666666666667,26.133333333333336,0.2800846343555845,0.2823924968322169,0.5492557877312866,A
Delhi,2022,11,2022-11-01,172.0,55.0,232,20.2,4.0,1.7,450,Landlocked,29.8,21.2,0.845,Stubble burning,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1888090,Crop residue burning season,OpenAQ + Satellite,0,123.33333333333331,39.46666666666667,0.8488884968041128,0.8470650507208859,0.5189394100968356,A
Delhi,2022,12,2022-12-01,189.0,60.5,248,14.8,8.0,1.6,300,Landlocked,29.8,21.2,0.845,GRAP Stage 4 invoked,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1888090,Emergency measures activated,OpenAQ + Satellite,0,166.33333333333334,53.23333333333334,1.1332904280283769,1.1346297772382636,0.5036812400757014,A
Delhi,2023,1,2023-01-01,180.0,57.6,239,12.5,12.0,1.8,300,Landlocked,30.0,21.5,0.86,CAQM actions,1,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=1991970,~82 µg/m³ annual; continued improvement,OpenAQ + Satellite,0,180.3333333333333,57.70000000000001,0.9827246997331784,0.98300473962001,0.5298045776991701,A
Delhi,2023,2,2023-02-01,164.0,52.5,221,16.0,15.0,2.0,350,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Winter season; 2.0x multiplier,OpenAQ + Satellite,0,177.66666666666666,56.866666666666674,0.7150522938750473,0.716353811394805,0.5963630304856072,A
Delhi,2023,3,2023-03-01,107.0,34.2,178,22.5,10.0,2.2,750,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Spring transition; 1.3x annual avg,OpenAQ + Satellite,0,150.33333333333334,48.1,-0.2385306519945442,-0.2404524604721062,0.6542229210820351,S
Delhi,2023,4,2023-04-01,98.0,31.4,173,28.0,5.0,2.8,900,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,123.0,39.366666666666674,-0.3890963802897429,-0.3868490485173169,0.6651758447060916,S
Delhi,2023,5,2023-05-01,107.0,34.2,178,31.5,12.0,3.0,1000,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Hot dry season,OpenAQ + Satellite,0,104.0,33.26666666666667,-0.2385306519945442,-0.2404524604721062,0.6613717755030645,S
Delhi,2023,6,2023-06-01,57.0,18.2,150,32.5,76.0,3.2,1300,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Monsoon begins; 0.7x annual avg,OpenAQ + Satellite,0,87.33333333333333,27.933333333333334,-1.0750069203012036,-1.0770043921590235,0.7167266120490062,SS
Delhi,2023,7,2023-07-01,49.0,15.7,139,30.0,235.0,2.8,1400,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Monsoon peak; 0.6x multiplier,OpenAQ + Satellite,0,71.0,22.700000000000003,-1.208843123230269,-1.2077156314851043,0.7448288380403335,SS
Delhi,2023,8,2023-08-01,45.0,14.4,133,29.2,270.0,2.7,1400,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Best air quality,OpenAQ + Satellite,0,50.333333333333336,16.1,-1.2757612246948018,-1.2756854759346663,0.7512566218724266,SS
Delhi,2023,9,2023-09-01,57.0,18.2,150,28.5,142.0,2.5,1100,Landlocked,30.0,21.5,0.86,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,50.333333333333336,16.100000000000005,-1.0750069203012036,-1.0770043921590235,0.70759709333975,SS
Delhi,2023,10,2023-10-01,131.0,41.9,188,25.5,6.0,2.0,650,Landlocked,30.0,21.5,0.86,Diwali Nov 12,1,https://www.statista.com/statistics/1284233/,Pre-Diwali pollution,OpenAQ + Satellite,0,77.66666666666667,24.83333333333333,0.1629779567926522,0.1621381566522224,0.5541580058324604,A
Delhi,2023,11,2023-11-01,255.0,81.6,300,20.0,3.0,1.7,450,Landlocked,30.0,21.5,0.86,Severe pollution crisis,1,https://www.statista.com/statistics/1284233/,Worst month on record; stubble burning,OpenAQ + Satellite,0,147.66666666666666,47.23333333333333,2.2374391021931674,2.2378326371503854,0.426833112101594,B
Delhi,2023,12,2023-12-01,180.0,57.6,239,14.5,7.0,1.6,300,Landlocked,30.0,21.5,0.86,GRAP implemented,1,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=1991970,Winter emergency measures,OpenAQ + Satellite,0,188.66666666666663,60.36666666666667,0.9827246997331784,0.98300473962001,0.5119163167751489,A
Delhi,2024,1,2024-01-01,176.0,56.3,234,12.2,11.0,1.8,300,Landlocked,30.2,21.8,0.875,CAQM active,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2089055,~80 µg/m³ annual est; gradual improvement,OpenAQ + Satellite,0,203.66666666666663,65.16666666666667,0.9158065982686456,0.9150348951704476,0.5334172795794139,A
Delhi,2024,2,2024-02-01,160.0,51.2,218,15.8,14.0,2.0,350,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Winter; 2.0x multiplier,OpenAQ + Satellite,0,172.0,55.03333333333333,0.6481341924105146,0.6483839669452431,0.5932867509617875,A
Delhi,2024,3,2024-03-01,104.0,33.3,176,22.2,9.0,2.2,750,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,146.66666666666666,46.93333333333334,-0.2887192280929438,-0.2875085066294956,0.6497790482376341,S
Delhi,2024,4,2024-04-01,96.0,30.7,172,27.8,4.0,2.8,900,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,120.0,38.4,-0.4225554310220092,-0.4234481955286195,0.6607382957045227,S
